"Variable","Statistic","Full_Sample","ISO14001_No","ISO14001_Yes","P_Value"
"rd","Min",0.50524484440477,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1.29186579690916,133.6687,135.684,0.0357124491804931
"releases","Mean",1.08079893643224,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.912247499188413,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.779522709297462,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.03020889329972,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.12930459121212,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.74417049207561,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.759429240130603,0,0,7.2738672869272e-311
"insp","Max",0.850339894010389,5,6,7.2738672869272e-311
"sales","Mean",1.15704477787433,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1.35484186756785,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.14619942025667,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1.01335109399009,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.949646065144855,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.607074417038857,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.797616154611291,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.812113375166456,133.6687,135.684,0.0357124491804931
"releases","Mean",1.29548650909166,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1.0418092234184,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.757208012756395,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.931540376258858,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.852210078010701,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.932714786474795,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.474939796353621,0,0,7.2738672869272e-311
"insp","Max",1.26154349902028,5,6,7.2738672869272e-311
"sales","Mean",0.67855982926898,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.734532301130219,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.45875531621486,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1.00894272129343,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.540992525317045,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1.17114045641391,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.985402003688602,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.595501512457119,133.6687,135.684,0.0357124491804931
"releases","Mean",0.87631506703107,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1.47026167083942,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.744637936106639,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.812584452416251,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.816417478652988,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1.06797520714345,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1.08133004340673,0,0,7.2738672869272e-311
"insp","Max",1.09771375833841,5,6,7.2738672869272e-311
"sales","Mean",1.0708982355042,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.955704302214134,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.06700392041308,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.790120307653834,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.77354903505179,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.850970892910301,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.836740404811592,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.773514192042566,133.6687,135.684,0.0357124491804931
"releases","Mean",0.925776821200492,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1.31373227406914,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.839834764689364,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.940790955539032,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.13452808033591,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.697701086311323,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.633614984723583,0,0,7.2738672869272e-311
"insp","Max",1.22578258707142,5,6,7.2738672869272e-311
"sales","Mean",0.826950697745516,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.727584117069676,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.02512238860617,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.733884936476747,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.87352943944763,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.564894919040172,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1.02119031955902,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.595744473698099,133.6687,135.684,0.0357124491804931
"releases","Mean",0.865360717397478,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.866449049561439,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1.02207770344596,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.04903439779106,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.710302150714721,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.944843232860983,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.887132604102288,0,0,7.2738672869272e-311
"insp","Max",0.844626799523503,5,6,7.2738672869272e-311
"sales","Mean",0.907198647484431,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.601938544803777,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.447070335929482,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1.08966758051009,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.908837536257631,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.955433089417499,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.834118189653667,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.914571887123035,133.6687,135.684,0.0357124491804931
"releases","Mean",1.19632736524244,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.704478035051326,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1.33371734706696,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.09241536152583,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.10639358884462,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1.00062014844125,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.39049158595054,0,0,7.2738672869272e-311
"insp","Max",0.807657926892905,5,6,7.2738672869272e-311
"sales","Mean",0.802363715161001,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.299339638113556,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.783310908404185,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.825917397018101,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1.11666950225261,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.830895219224261,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1.17102618545434,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.948592529518203,133.6687,135.684,0.0357124491804931
"releases","Mean",0.994074255449195,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.806694169240904,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.905749904072128,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.749417413012714,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.672573723909683,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.831290570311824,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.762160986172966,0,0,7.2738672869272e-311
"insp","Max",0.755570489418461,5,6,7.2738672869272e-311
"sales","Mean",0.818213809096797,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.72905931516836,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.999335818961093,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.930256399081392,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.452636774875403,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.957983007527686,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.723041160647011,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1.12483263348912,133.6687,135.684,0.0357124491804931
"releases","Mean",0.717168224159251,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.572066902850865,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.805113104038492,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.870442811054778,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.38997274188397,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.636965540911494,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.916858262624958,0,0,7.2738672869272e-311
"insp","Max",1.29144516926756,5,6,7.2738672869272e-311
"sales","Mean",0.709236740936488,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.746187178558094,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.22518087833248,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.828488813636165,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.740528610143502,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.978994220401194,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1.54486512642321,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.673126297646405,133.6687,135.684,0.0357124491804931
"releases","Mean",1.21410229482034,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.890760190509856,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1.14095059318923,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.03287687943864,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.17599427093921,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1.13360047751779,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.961708377578619,0,0,7.2738672869272e-311
"insp","Max",0.671172093861685,5,6,7.2738672869272e-311
"sales","Mean",0.840613511936662,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.691118764785386,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.678661379186357,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.983837686769074,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1.32911873155181,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.767204226616759,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.611228257303937,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.761961538877144,133.6687,135.684,0.0357124491804931
"releases","Mean",0.866992011503968,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.837750195354624,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.865486398198192,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.428592443131044,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.02229818451052,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1.00071304454356,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.86997319602353,0,0,7.2738672869272e-311
"insp","Max",0.979334696864286,5,6,7.2738672869272e-311
"sales","Mean",0.62904094255829,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1.05983366560849,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.577439894894698,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.995820419224767,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1.41477535215305,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.526850037188132,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.91969975187587,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1.03268189354345,133.6687,135.684,0.0357124491804931
"releases","Mean",0.655351533818767,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1.25590104496849,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.825781998235205,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.89038854493422,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.0689075879429,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.735773719914613,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1.13638416968536,0,0,7.2738672869272e-311
"insp","Max",1.16875185621736,5,6,7.2738672869272e-311
"sales","Mean",0.583122876138109,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.482896879158571,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.830603627025265,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.896302167567825,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1.19003017824228,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1.30201658714159,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.590171325283326,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.998866124503286,133.6687,135.684,0.0357124491804931
"releases","Mean",0.544563271850788,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.932704795042881,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1.29315806425095,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.978597869312215,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.07619403395876,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1.35188224157428,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1.03821221970358,0,0,7.2738672869272e-311
"insp","Max",1.00363614003981,5,6,7.2738672869272e-311
"sales","Mean",0.842161929875299,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.881430657915631,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.901661088696168,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.750955920692116,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1.14015651069313,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1.13529939600538,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.544646536581013,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.82582765996602,133.6687,135.684,0.0357124491804931
"releases","Mean",0.60279708807607,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1.16139021732503,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.920246579955576,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.956347060992866,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.60484201286437,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1.30308993274016,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.797380087679296,0,0,7.2738672869272e-311
"insp","Max",0.881366694212551,5,6,7.2738672869272e-311
"sales","Mean",0.82656952469881,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.608001121125426,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.970351429377985,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1.05804795646879,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.82513245491836,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.719297778458508,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.580894823065173,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.539340986222618,133.6687,135.684,0.0357124491804931
"releases","Mean",0.447790126578368,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.812475437514705,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.731135111935893,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.742967517861455,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.55060346065428,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1.0540710485223,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.706735084575644,0,0,7.2738672869272e-311
"insp","Max",0.574585241779043,5,6,7.2738672869272e-311
"sales","Mean",0.812254614088503,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.347537497125039,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.1488039783369,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1.33555925059031,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.950831920975761,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.80447576300587,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1.20034180220479,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.779722893627879,133.6687,135.684,0.0357124491804931
"releases","Mean",0.591230968593805,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.901868319840452,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1.09994082520205,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.998038950002748,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.753496181707269,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.726971633394697,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1.04493856905285,0,0,7.2738672869272e-311
"insp","Max",0.770218728345095,5,6,7.2738672869272e-311
"sales","Mean",1.24376340252139,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.888503873049722,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.06850431918042,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.894429669259356,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.49659501415303,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1.1021237925862,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.627168012783222,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.600665779246144,133.6687,135.684,0.0357124491804931
"releases","Mean",0.856615034888067,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.562496721405843,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.554054029167473,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.43345527623465,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.05533983064458,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.995464557674169,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.881528694109368,0,0,7.2738672869272e-311
"insp","Max",0.897026358628447,5,6,7.2738672869272e-311
"sales","Mean",0.958929765025992,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.722146892483399,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.778211309440631,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.970424834987224,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.93113306985221,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.965361257562667,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1.08763893733681,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1.08160300157364,133.6687,135.684,0.0357124491804931
"releases","Mean",0.583473790151099,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.448211420431875,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.878452633721515,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.86363034924573,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.0495253216729,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.661700358611358,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.411710774524413,0,0,7.2738672869272e-311
"insp","Max",1.01724048892848,5,6,7.2738672869272e-311
"sales","Mean",1.13477837616012,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1.02146396643556,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.840306853679595,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.490684335430543,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1.19018295084825,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1.11876192147132,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.511536508394058,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.689752149387266,133.6687,135.684,0.0357124491804931
"releases","Mean",0.876429927935226,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.51218219914498,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1.44111054361902,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.20115291769447,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.983324391412072,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.970677658855209,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.966740017719552,0,0,7.2738672869272e-311
"insp","Max",1.0414534645076,5,6,7.2738672869272e-311
"sales","Mean",1.16827591599494,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.869431904615524,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.23752784448514,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.875843595903141,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.780140944145684,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.682882193338644,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1.28597890487736,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.978095329142995,133.6687,135.684,0.0357124491804931
"releases","Mean",1.21458290478042,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.990303773612342,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1.06066099467599,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.04056894777898,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.844876602356063,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.778360370553835,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1.2158080576884,0,0,7.2738672869272e-311
"insp","Max",0.687847505357356,5,6,7.2738672869272e-311
"sales","Mean",0.848344699482366,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.927819638584606,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1.07636266149044,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.702017563625688,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1.29408985233441,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.830884249443095,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.875931984081043,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.842974257559039,133.6687,135.684,0.0357124491804931
"releases","Mean",1.16630150455388,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.786425353030643,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1.36279417717666,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.19261827865204,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1.03434830847956,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1.01320609496626,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1.06198111824044,0,0,7.2738672869272e-311
"insp","Max",1.29693711233882,5,6,7.2738672869272e-311
"sales","Mean",1.28196205130294,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1.1168832958822,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.935800797918199,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1.02903037637077,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.625717946323714,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1.03882243709516,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.954375175582224,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.848313817741957,133.6687,135.684,0.0357124491804931
"releases","Mean",1.06465102961301,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1.29271953210802,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.809258760252466,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.967393096353384,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.802235035752003,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.743374055126608,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.514823784498089,0,0,7.2738672869272e-311
"insp","Max",1.04349860024579,5,6,7.2738672869272e-311
"sales","Mean",0.993816602971868,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1.00607874447962,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.678504266131857,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.956404741464529,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.8953097462657,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.462383030364422,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.909018774850458,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.911742344862774,133.6687,135.684,0.0357124491804931
"releases","Mean",0.845217380307049,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.710014074973948,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.918282748197017,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1.10022954984366,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.791275702308552,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.649596029999168,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.925419479535092,0,0,7.2738672869272e-311
"insp","Max",0.665261701387108,5,6,7.2738672869272e-311
"sales","Mean",1.39825095853908,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.838679453063238,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.687288536434201,215.09403,594.30968,1.59488133699139e-25
"sales","Max",0.958421345698066,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",0.802223374624972,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1.1012651326444,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",0.873787165300233,-13.55661,-9.617299,0.0357124491804931
"rd","Max",0.916878112000408,133.6687,135.684,0.0357124491804931
"releases","Mean",0.919056631327789,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",0.852689422622596,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",0.895310068573641,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",0.819551658020655,6.254692,5.208553,1.487922985421e-134
"insp","Mean",0.276361762731512,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",0.638501975870265,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",0.721240509962822,0,0,7.2738672869272e-311
"insp","Max",0.76085944264115,5,6,7.2738672869272e-311
"sales","Mean",0.818894189943831,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",0.641901602280055,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",0.749772890306676,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1.23035247585857,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1.29398710743194,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",0.78278840249183,20.3197083967886,19.8709077621676,0.0357124491804931
