year,hhid,cropsystem,farmsize,fworkers,olandvalue,ownland,extvisits,educhead,educspouse,agehead,agespouse,hhavgeduc,lithead,malehead,literacy,hhsize,remmit,distance,comm,avghrsperwker,region1,region2,region3,region4,allagrtechs,seedtechs,seedfertechs,purchtechs,soilwatechs,stotoff_remit,slandvalue,sfarmrev,swageincome,snowageincome,totalland,propownland,fertilizer,urban,drought,_merge
0,3023001304,0,0.809716582,1,121.6226997,1.214574814,0,13,1,35,30,9,1,1,3,8,0,23,30230013,47.01000214,0,0,1,0,1,0,0,0,1,1129.51355,121.6226959,16.21621704,1124.324341,5.189188957,1.214574814,1,0,0,1,3
1,3023001304,1,0.404858291,1,330.3445129,0.809716582,0,11,0,39,35,11,1,1,4,6,353.9405518,0.200000003,30230013,14,0,0,1,0,1,1,1,1,1,2142.52002,330.3445129,1179.801758,637.0929565,1151.486572,1.417003989,0.571428597,0,0,0,3
0,3023001305,1,0.050607286,2,0,0,0,6,0,30,30,5.5,1,0,2,5,0,23,30230013,20.55500031,0,0,1,0,0,0,0,0,0,1.351351261,0,7.02702713,1.351351261,0,4.858299732,0,0,0,1,3
1,3023001305,1,0.368421078,2,471.9207153,0.066801623,0,0,0,34,33,0,1,0,3,6,0,7,30230013,31.5,0,0,1,0,1,1,1,1,1,725.8145142,471.9207153,589.9008789,0,725.8145142,0.370445371,0.180327863,0,0,0,3
0,3023001307,1,0.226720646,3.333333492,151.3524323,0.182186231,0,0,0,58,58,0,0,0,2,3,0.102848791,23,30230013,192.0299988,0,0,1,0,1,0,0,0,1,287.6704102,151.3524323,7.02702713,0,287.5675659,0.587044537,0.310344815,0,0,1,3
1,3023001307,1,1.113360286,3.333333492,849.4573059,2.429149866,0,0,0,62,62,0,0,0,2,4,21.70835304,9,30230013,132,0,0,1,0,1,0,0,0,1,546.4841919,849.4572754,1333.176025,0,524.7758179,2.429149628,1,0,0,1,3
0,3023001311,1,0.101214573,1,0,0,0,0,0,70,70,0,0,1,0,1,0.003915267,23,30230013,58.01000214,0,0,1,0,1,0,0,0,1,8.382293701,0,7.02702713,1.135135174,7.243243217,0.101214573,0,0,0,0,3
1,3023001311,1,0.131578952,1,0,0,0,0,0,74,75,0,0,1,0,1,0,7,30230013,43,0,0,1,0,0,0,0,0,0,235.9603577,0,589.9008789,4.719207287,231.2411499,0.131578952,0,0,0,0,3
0,3023001312,1,1.973684192,1.5,148.6497269,1.354251027,0,7,1,25,24,7,1,1,3,3,0,23,30230013,255.4100037,0,0,1,0,1,0,0,0,1,666.4864502,148.6497192,108.1891861,0,666.4864502,1.973684192,0.686153829,0,0,1,3
1,3023001312,1,1.172064781,1.5,707.881073,0.959514141,0,6,1,29,22,8,1,1,4,4,0,7,30230013,128,0,0,1,0,1,1,1,1,0,1085.417725,707.8811035,1984.426636,0,1085.417725,1.172064781,0.818652809,0,0,0,3
0,3023001313,1,0.404858291,3.333333492,0,0,1,7,1,33,30,5,1,1,1,7,0.043827608,23,30230013,61.51000214,0,0,1,0,0,0,0,0,0,436.2600708,0,36.75675583,0,436.2162476,0.607287407,0,0,0,1,3
1,3023001313,1,0.585020244,3.333333492,1887.682861,1.157894731,0,0,0,37,35,9,1,1,3,7,0,0.300000012,30230013,73.25,0,0,1,0,1,0,0,0,1,1670.599243,1887.682861,589.9008789,0,1670.599243,1.967611313,0.588477373,0,0,0,3
0,3023001601,1,2.024291515,4.214285851,243.2437897,2.186234951,4,0,0,61,61,1.200000048,0,0,1,7,0,34,30230016,135.1960144,0,0,1,0,1,1,1,1,1,0,243.2437897,187.0270233,0,0,7.044534683,0.310344845,0,0,1,3
1,3023001601,1,5.028339863,4.214285851,2359.603516,2.089068651,0,0,0,65,73,16.39999962,0,0,12,14,427.0882568,4,30230016,90.85713959,0,0,1,0,0,0,0,0,0,7493.157227,2359.603516,1993.86499,0,7066.068848,5.028339863,0.415458918,0,0,0,3
0,3023001602,0,1.133603215,1.5,162.1627045,2.145749092,0,12,1,25,23,5.333333492,1,1,3,5,0.04090577,34,30230016,68.67333221,0,0,1,0,1,0,0,0,1,102.7436066,162.1627045,16.05405426,0,102.7026978,2.874494076,0.746478856,0,0,1,3
1,3023001602,1,0.647773266,1.5,2831.524323,3.842105389,0,4,1,29,25,7,1,1,6,6,0,3.200000048,30230016,158.5,0,0,1,0,1,0,0,0,1,146.2954254,2831.524414,1086.597534,28.31524277,117.9801788,4.605263233,0.834285736,0,0,1,3
0,3023001603,1,0.860323846,3.25,216.2178345,1.295546532,0,6,0,43,43,1.5,1,0,1,7,0.403214008,34,30230016,95.37999725,0,0,1,0,1,1,1,1,1,746.3491211,216.2178345,8.08108139,0,745.9459229,4.51417017,0.2869955,0,0,1,3
1,3023001603,1,1.012145758,3.25,2218.027374,1.139676094,0,0,0,47,47,0,1,0,6,8,235.9603577,3,30230016,54,0,0,1,0,1,0,0,0,1,1179.801758,2218.027344,844.7380371,0,943.8414307,1.613360405,0.706398964,0,0,1,3
0,3023001604,1,1.062752962,2.083333492,486.4881058,6.396761417,0,6,1,38,30,4.5,1,1,4,8,0.004674945,34,30230016,128.0899963,0,0,1,0,1,0,0,0,1,146.7073669,486.4880981,59.89189148,16.97297287,129.7297211,6.396761417,1,0,0,1,3
1,3023001604,1,0.627530336,2.083333492,3421.425247,3.465587139,0,7,0,42,36,7,1,1,4,10,0,2,30230016,41.66666794,0,0,1,0,1,0,0,0,1,792.8267822,3421.425293,991.0335083,0,792.8267822,3.935222626,0.880658448,0,0,1,3
0,3023001605,1,1.214574814,3.400000095,189.1918926,2.854250908,0,12,1,39,36,6.333333492,1,1,1,9,0,34,30230016,167.5249939,0,0,1,0,1,1,1,1,1,0,189.1918945,212,0,0,2.854250908,1,0,0,1,3
1,3023001605,1,1.133603215,3.400000095,471.9207306,1.236842155,1,0,0,43,37,6,1,1,11,11,37.75365829,0.100000001,30230016,78,0,0,1,0,0,0,0,0,0,1361.019287,471.9207153,1705.993286,0,1323.265625,1.236842155,0.99999994,0,0,1,3
0,3023001606,1,1.518218637,1.916666746,21621.62354,8.502024651,1,0,0,47,47,0,0,0,0,5,0,34,30230016,395.210022,0,0,1,0,1,1,1,1,1,37.83783722,21621.62305,65.37837982,0,37.83783722,9.716599464,0.875,0,0,1,3
1,3023001606,1,0.829959512,1.916666746,2312.411469,5.273279667,0,0,0,51,50,0,0,0,4,5,18.87682915,2.5,30230016,107.5,0,0,1,0,1,0,0,0,1,667.7678223,2312.411377,859.8395386,58.99008942,589.9008789,5.273279667,1,0,0,1,3
0,3023001607,0,0.809716582,1.5,16216.21777,5.748987675,0,12,1,24,19,9,1,1,3,4,0.03506209,34,30230016,225.0800018,0,0,1,0,1,0,0,0,1,64.89993286,16216.21777,191.8918915,0,64.86486816,10.08097076,0.570281148,0,0,1,3
1,3023001607,1,0.716599166,1.5,1179.801819,4.006072998,0,0,0,28,21,0,1,1,2,7,0,4,30230016,96,0,0,1,0,0,0,0,0,0,264.2756042,1179.801758,9.438414574,0,264.2756042,4.006072998,1,0,0,1,3
0,3023001608,1,0.566801608,2.5,0,0,0,7,1,30,27,6.5,1,1,2,5,0,34,30230016,50.50500107,0,0,1,0,1,0,0,0,1,56.75675964,0,59.89189148,40.5405426,16.21621704,1.417003989,0,0,0,1,3
1,3023001608,1,0.809716582,2.5,0,0,0,0,0,34,31,0,1,1,3,7,0,2,30230016,124.5,0,0,1,0,1,0,0,0,1,157.1495972,0,1663.260986,0,157.1495972,0.959514201,0,0,0,1,3
0,3023001610,1,2.186234713,0.535714269,33648.64844,24.14979744,0,13,0,61,61,10,1,0,3,5,0.233747259,34,30230016,57.29000092,0,0,1,0,1,0,0,0,1,432.6661682,33648.64844,59.89189148,0,432.4324341,24.14979744,1,0,0,1,3
1,3023001610,1,0.811740875,0.535714269,2359.603516,4.263158321,0,0,0,65,68,6,1,0,2,6,613.4969482,2,30230016,14.60000038,0,0,1,0,0,0,0,0,0,1500.707886,2359.603516,951.7067871,0,887.2109375,4.263158321,1,0,0,1,3
0,3023002101,1,0.708502054,2.166666508,0,0,0,5,0,32,30,2.5,1,1,1,5,0.074799128,78,30230021,145.5299988,0,0,1,0,0,0,0,0,0,187.1018372,0,13.51351357,0,187.0270386,0.708502054,0,0,0,1,3
1,3023002101,1,1.366396785,2.166666508,283.1524353,0.246963575,0,0,1,36,36,4,1,1,2,6,0,7,30230021,43.5,0,0,1,0,1,0,0,0,1,197.026886,283.1524353,464.3110352,29.02312469,168.0037689,1.366396785,0.180740744,0,0,1,3
0,3023002102,1,2.176113367,3.5,43.24432373,2.388664007,0,10,1,53,40,4.666666508,1,1,2,6,0,78,30230021,181.7550049,0,0,1,0,0,0,0,0,0,0,43.24432373,25.67567635,0,0,4.008097172,0.595959604,0,0,1,3
1,3023002102,1,1.006072879,3.5,1038.225586,1.303643703,0,4,0,57,48,4,1,1,4,5,0,13,30230021,88,0,0,1,0,1,0,0,0,1,377.5365601,1038.225586,464.3110352,0,377.5365601,1.303643703,1,0,0,1,3
0,3023002103,0,1.062753081,3,67.56864929,0.866396785,0,0,0,27,27,0,0,0,0,6,0.03506209,78,30230021,159.0599976,0,0,1,0,1,0,0,0,1,108.1431732,67.56864929,2.162162066,0,108.1081085,1.062753081,0.815238059,0,0,1,3
1,3023002103,1,0.421052605,3,5191.12793,1.475708485,0,0,0,31,33,0,0,0,0,7,0,10,30230021,40,0,0,1,0,1,0,0,0,1,148.6550293,5191.12793,454.3417053,0,148.6550293,1.475708485,1,0,0,1,3
0,3023002104,1,0.931174099,1.125,0,0,0,0,0,30,30,0,0,0,0,5,0.023374727,78,30230021,252.1000061,0,0,1,0,1,0,0,0,1,93.53688812,0,25.66666794,1.621621609,91.89189148,1.295546532,0,0,0,0,3
1,3023002104,1,1.012145758,1.125,0,0,0,0,0,34,32,0,0,0,1,7,0,5,30230021,108.4444427,0,0,1,0,1,0,0,0,1,165.1722565,0,311.4676819,33.03445053,132.1378021,1.012145758,0,0,0,1,3
0,3023002105,1,1.214574933,4.900000095,0,0,0,3,0,35,35,4.5,1,0,3,11,0.140248358,78,30230021,101.2600021,0,0,1,0,1,1,1,1,0,527.1672974,0,44.32432556,0,527.0270386,1.214574933,0,0,0,1,3
1,3023002105,1,1.562753081,4.900000095,1415.762207,2.378542423,0,5,0,39,38,6,1,0,8,12,0,10,30230021,44.66666794,0,0,1,0,1,1,1,1,0,1013.496887,1415.762207,474.2803345,137.6120758,875.8848267,2.451416969,0.970272481,0,0,1,3
0,3023002106,0,1.619433165,2,162.1632385,0.809716582,0,13,1,24,18,7.5,1,1,0,3,0.046749454,78,30230021,47.51000214,0,0,1,0,0,0,0,0,0,86.53324127,162.1632385,54.59459305,0,86.48648834,1.619433165,0.5,0,0,0,3
1,3023002106,1,3.516194344,2,9721.566498,9.228745461,0,0,1,28,21,10,1,1,1,6,141.5762177,6.5,30230021,128,0,0,1,0,0,0,0,0,0,701.9821167,9721.566406,981.1231689,2.123643398,558.2822266,9.228744507,1,0,0,1,3
0,3023002107,1,0.809716582,3.5,0,0,0,0,0,41,41,2.599999905,0,0,6,8,0,78,30230021,138.2166595,0,0,1,0,1,0,0,0,1,0,0,4.864864826,0,0,1.263157845,0,0,0,1,3
1,3023002107,1,0.597166002,3.5,0,0,0,0,0,45,49,4,0,0,1,7,23.596035,8,30230021,116.5,0,0,1,0,0,0,0,0,0,209.5328064,0,707.8811035,0,185.9367676,0.872469664,0,0,0,1,3
0,3023002108,1,1.836032391,2,837.8389072,2.15182209,0,2,0,50,47,1,1,1,2,6,0.111964934,78,30230021,67.00333405,0,0,1,0,1,0,0,0,1,209.1930389,837.8389282,25.65765762,1.945945859,207.1351318,2.15182209,0.99999994,0,0,1,3
1,3023002108,1,1.406882644,2,660.6889954,1.927125573,0,0,1,54,55,2,1,1,3,4,0,6,30230021,38,0,0,1,0,1,0,0,0,1,113.2609711,660.6889648,566.3048706,0,113.2609711,1.927125573,1,0,0,1,3
0,3023002109,1,5.516194344,3.333333492,108.1097298,2.390688181,0,6,0,42,35,2,1,1,1,9,0,78,30230021,351.5350037,0,0,1,0,1,0,0,0,1,371.6216125,108.109726,138.2882996,36.48648834,335.1351318,5.572874069,0.428986579,0,0,1,3
1,3023002109,0,0.809716582,3.333333492,188.76828,0.404858291,0,5,1,46,44,5,1,1,7,10,0,6,30230021,49.25,0,0,1,0,1,0,0,0,1,707.8811035,188.76828,464.3110352,0,707.8811035,4.532388687,0.089325592,0,0,1,3
0,3023002110,1,2.327935219,1.722222209,256.7572937,2.36234808,0,3,0,52,35,1,1,1,2,3,0,78,30230021,76.96666718,0,0,1,0,0,0,0,0,0,90.81080627,256.7572937,51.89189148,0,90.81080627,2.36234808,1,0,0,0,3
1,3023002110,1,1.791497946,1.722222209,1698.914551,2.900809765,0,0,0,56,40,3,0,1,0,6,0,6,30230021,63.5,0,0,1,0,1,0,0,0,1,471.9207153,1698.914551,2380.840088,0,471.9207153,3.180161953,0.912157893,0,0,1,3
0,3023002301,0,0.809716582,1,675.6773071,0.58906883,0,0,0,73,73,0,1,0,1,1,0.037983932,48,30230023,92.02999878,0,0,1,0,0,0,0,0,0,75.71366119,675.6773071,1.945945978,0,75.67567444,0.809716582,0.727500021,0,0,1,3
1,3023002301,1,0.546558678,1,660.6889954,0.921052635,0,0,0,77,77,0,1,0,1,1,18.87682915,1,30230023,140,0,0,1,0,1,0,0,0,1,37.75365829,660.6889648,1301.116821,0,18.87682915,0.921052635,1,0,0,1,3
0,3023002302,1,0.607287407,2.666666508,167.5691919,0.645748973,0,0,0,60,45,1,0,1,1,3,0,48,30230023,80.61000061,0,0,1,0,0,0,0,0,0,0,167.5691986,13.51351357,0,0,0.645748973,1,0,0,1,3
1,3023002302,1,0.477732778,2.666666508,831.0015259,6.329959393,0,0,0,64,52,0,0,1,2,8,70.78810883,5,30230023,73,0,0,1,0,1,0,0,0,1,353.9405518,831.0015259,2.831524372,0,283.1524353,6.329959393,1,0,0,0,3
0,3023002304,0,2.024291515,3.083333492,405.4070282,2.050607204,0,6,1,28,26,6.5,1,1,2,6,0,48,30230023,147.1000061,0,0,1,0,1,0,0,0,1,0,405.4070435,34.10810852,0,0,3.647773266,0.562153161,0,0,1,3
1,3023002304,1,0.963562787,3.083333492,391.6941986,0.645748973,0,0,0,32,31,0,1,1,4,7,0,9,30230023,150.5,0,0,1,0,1,1,1,1,1,304.270874,391.6942139,1301.116821,4.129306316,300.141571,1.374493837,0.469808549,0,0,1,3
0,3023002305,0,1.82186234,1.233333349,216.2178421,2.050607204,0,0,0,35,22,0,0,1,3,5,0,48,30230023,140.5099945,0,0,1,0,1,1,1,1,1,0,216.2178345,54.86486435,0,0,2.050607204,1,0,0,1,3
1,3023002305,1,1.105263114,1.233333349,1226.993866,1.085020185,0,0,0,39,27,0,0,0,0,6,7.078810692,6,30230023,107.5,0,0,1,0,0,0,0,0,0,235.9603577,1226.993896,1557.338379,0,228.881546,1.105263114,0.981684983,0,0,0,3
0,3023002306,1,0.404858291,2,220.2713547,1.461538553,0,6,1,22,19,6,1,1,3,3,0,48,30230023,48.31999969,0,0,1,0,1,0,0,0,1,14.59459496,220.2713623,7.567567348,14.59459496,0,1.461538553,1,0,0,1,3
1,3023002306,1,0.615384638,2,377.5365601,0.700404882,0,0,1,26,23,6,1,1,2,5,0,2,30230023,163.5,0,0,1,0,1,0,0,0,1,627.4185791,377.5365601,542.8661499,4.955167294,622.4634399,1.105263233,0.633699596,0,0,0,3
0,3023002307,1,2.834008217,3.5,1216.216797,5.5,0,6,1,64,52,4,1,1,4,7,0.005843682,48,30230023,744.2144775,0,0,1,0,1,1,1,1,1,10.81665516,1216.216797,27.56756783,0,10.81081104,5.5,1,0,0,0,3
1,3023002307,1,1.755060792,3.5,2359.603577,2.694331884,0,0,0,68,67,0,0,0,4,10,4.719207287,7,30230023,174.3333282,0,0,1,0,1,1,1,1,1,344.5021362,2359.603516,1870.379028,33.03445053,306.7484741,2.694331884,1,0,0,0,3
0,3023002308,1,1.872469664,2.625,581.0827026,4.153846264,0,6,1,30,28,6.5,1,1,3,6,0,48,30230023,153.4100037,0,0,1,0,1,1,1,1,1,6.492972851,581.0827026,310.7297363,6.492972851,0,4.153846264,1,0,0,1,3
1,3023002308,1,2.429149866,2.625,1651.722504,3.331983805,4,7,0,34,36,6.5,1,1,4,7,0,0.200000003,30230023,176,0,0,1,0,1,1,1,1,1,2765.738525,1651.722534,1501.17981,0,2765.738525,4.546558857,0.732858419,0,0,0,3
0,3023002309,1,2.378542423,2.535714149,405.4075661,1.929149747,0,5,0,49,49,2.5,1,1,1,5,0.002921841,48,30230023,164.3300018,0,0,1,0,1,0,0,0,1,102.7056198,405.4075623,119.6351318,0,102.7026978,2.378542423,0.811063886,0,0,0,3
1,3023002309,1,1.963562727,2.535714149,1510.146271,1.949392676,0,0,0,53,50,3,1,1,4,5,0,4.5,30230023,93,0,0,1,0,1,1,1,1,1,738.5559082,1510.14624,1508.258545,0,738.5559082,2.961538315,0.658236504,0,0,1,3
0,3023002310,1,3.036437273,2.875,578.3799973,3.004048586,0,5,1,38,32,5.5,1,1,6,6,0.020452885,48,30230023,187.0350037,0,0,1,0,1,0,0,1,1,176.0204468,578.3800049,202.4189148,1.945945859,174.0540466,3.036437273,0.989333332,0,0,1,3
1,3023002310,1,2.562752962,2.875,2312.41156,3.006072998,0,0,0,42,40,6,1,1,6,7,14.15762138,8,30230023,131,0,0,1,0,1,1,1,1,1,713.0722046,2312.411621,759.7923584,0,698.9146118,3.006072998,0.99999994,0,0,1,3
0,3023002801,1,3.846153975,3.375,10810.81299,24.21457481,0,6,1,39,32,4.333333492,1,1,3,4,0,65,30230028,118.3500061,0,0,1,0,0,0,0,0,0,49.7297287,10810.8125,156.1216278,0,49.7297287,26.30364418,0.920578718,0,0,0,3
1,3023002801,1,3.036437273,3.375,18971.21227,3.340080976,7,3,0,43,37,3,1,1,4,4,0,8.5,30230028,125.5,0,0,1,0,1,1,1,1,1,714.9598999,18971.21289,3523.989502,0,714.9598999,3.64372468,0.916666627,0,0,1,3
0,3023002802,1,3.178137541,4.214285851,1135.137848,4.779352188,0,7,1,44,35,4.666666508,1,1,5,9,0,65,30230028,249.7299957,0,0,1,0,1,1,1,1,1,72.97297668,1135.137817,33.04053879,0,72.97297668,4.779352188,1,0,0,1,3
1,3023002802,1,1.56882596,4.214285851,514.3935776,2.370445251,0,0,0,48,41,7,1,1,7,10,0,11,30230028,160.6666718,0,0,1,0,1,0,1,1,1,1201.982056,514.3935547,3084.473877,47.19207382,1154.790039,2.570850134,0.922047257,1,0,1,3
0,3023002804,1,2.550607204,2.75,121.6232414,2.170040607,0,5,1,35,35,3,1,1,1,3,0,65,30230028,185.6600037,0,0,1,0,1,1,1,1,1,1.945945859,121.6232452,31.72973061,1.945945859,0,2.550607204,0.850793719,0,0,1,3
1,3023002804,1,0.18825911,2.75,707.881073,2.370445251,0,4,0,39,37,4,1,1,2,3,0,2,30230028,132,0,0,1,0,1,1,1,1,0,330.3444824,707.8811035,755.0731201,0,330.3444824,2.370445251,1,0,0,1,3
0,3023002805,1,0.521255076,2,202.7048645,1.040485859,0,7,1,25,20,5,1,1,1,3,0,65,30230028,138.2649994,0,0,1,0,1,0,0,0,1,1.135135174,202.7048645,46.21621704,1.135135174,0,1.040485859,0.99999994,0,0,1,3
1,3023002805,1,0.738866389,2,141.5762177,0.502024293,0,0,1,29,29,6,1,1,2,5,56.63048553,7,30230028,86,0,0,1,0,1,0,0,0,1,228.8815613,141.5762177,1539.482178,0,172.2510681,0.763157904,0.657824934,0,0,1,3
0,3023002806,0,2.429149866,1.899999976,156.7583809,1.6720649,0,7,1,19,18,6,1,1,2,3,0,65,30230028,113.0250015,0,0,1,0,1,1,1,1,0,0,156.7583771,29.29729652,0,0,2.886639595,0.579242647,0,0,0,3
1,3023002806,1,1.477732778,1.899999976,542.7088242,3.688259125,0,4,1,23,20,4,1,1,4,4,0,6.400000095,30230028,238.5,0,0,1,0,1,1,1,1,1,458.7069397,542.7088013,1305.804688,0,458.7069397,3.688259125,1,1,0,0,3
0,3023002807,1,0.404858291,1,54.05513382,0.41093114,0,1,0,23,23,1,0,0,0,1,0.002337473,65,30230028,185.4199982,0,0,1,0,1,0,0,0,1,11.46179676,54.05513382,14.59459496,0,11.4594593,0.41093117,0.99999994,0,0,0,3
1,3023002807,1,0.556680143,1,151.0146275,0.813765168,0,0,0,27,28,0,0,0,0,1,0,8,30230028,176,0,0,1,0,1,0,0,0,1,62.76545334,151.0146332,740.7582397,0.471920729,62.29353333,0.813765168,1,0,0,1,3
0,3023002808,1,1.619433165,2.166666508,432.4351273,5.159918785,0,5,0,47,41,3.599999905,1,1,5,7,0,65,30230028,125.3024979,0,0,1,0,1,0,0,0,1,37.83783722,432.4351196,70.45044708,37.83783722,0,5.159918785,1,0,0,0,3
1,3023002808,1,0.576923072,2.166666508,830.5804901,3.412955523,0,0,0,51,45,10,0,0,3,5,21.23643303,8,30230028,52.33333206,0,0,1,0,1,1,1,1,1,382.2557678,830.5805054,27.84332275,23.59603691,337.4233093,3.412955523,1,0,0,1,3
0,3023002809,1,0.506072879,2.166666508,527.0291862,7.062753201,0,6,1,23,21,5,1,1,4,4,0,65,30230028,234.3399963,0,0,1,0,1,0,0,0,1,8.648648262,527.0291748,101.8918915,8.648648262,0,7.062753201,0.99999994,0,0,1,3
1,3023002809,1,1.218623519,2.166666508,377.5365601,1.55465591,4,0,1,27,25,4,1,1,2,7,0,4.5,30230028,159,0,0,1,0,1,0,1,1,1,798.4898682,377.5365601,1504.247314,3.303445101,795.1864014,1.959514141,0.793388486,1,0,0,3
0,3023002810,1,3.441295624,3.5,10270.27155,24.21457481,0,4,1,38,34,3,1,1,2,10,0,65,30230028,361.8633118,0,0,1,0,1,0,0,0,1,108.1081085,10270.27148,146.6216278,108.1081085,0,24.21457481,1,0,0,1,3
1,3023002810,1,0.850202441,3.5,849.4573135,2.769230604,0,0,0,42,39,0,0,0,4,7,23.596035,6,30230028,100,0,0,1,0,0,0,0,0,0,377.5365906,849.4573364,1121.519653,0,353.9405518,2.769230604,1,0,0,1,3
0,3023003001,1,1.163967609,1.5,216.2173004,1.585020185,0,0,0,55,55,0.5,0,0,3,4,0.075967863,40,30230030,103.640007,0,0,1,0,1,1,1,1,1,140.6165161,216.2173004,24.5495491,0,140.5405426,1.585020304,0.99999994,0,0,1,3
1,3023003001,1,0.44534412,1.5,849.4572754,1.55465579,0,0,0,59,57,0,0,0,1,2,16.51722527,4.5,30230030,111.3333359,0,0,1,0,1,1,1,1,0,160.4530487,849.4572754,1913.73291,0,143.9358215,1.55465579,1,0,0,1,3
0,3023003002,1,1.781376481,1.399999976,810.8110962,2.941295385,0,2,0,45,45,1,0,0,3,8,0.382761121,40,30230030,318.6400146,0,0,1,0,1,0,0,0,1,1426.328735,810.8110962,25.04504585,0,1425.945923,2.941295385,1,0,0,1,3
1,3023003002,1,0.352226704,1.399999976,2831.524414,2.392712593,0,0,0,49,19,0,1,0,6,6,0,3,30230030,97.5,0,0,1,0,0,0,0,0,0,1084.473877,2831.524414,12.26993847,0,1084.473877,2.392712593,1,0,0,0,3
0,3023003003,0,0.607287407,2.166666508,64.86594772,2.218623638,0,0,0,27,27,0,0,0,0,4,0.011687363,40,30230030,90.04000092,0,0,1,0,1,0,0,0,1,33.74141312,64.86595154,2.162162066,1.297297239,32.43243027,2.218623638,0.99999994,0,0,1,3
1,3023003003,1,1.105263114,2.166666508,1982.066971,3.378542662,0,0,0,31,32,0,1,1,2,6,0,4,30230030,163.5,0,0,1,0,1,0,0,0,1,226.5219421,1982.067017,589.9008789,0,226.5219421,3.378542662,1,0,0,1,3
0,3023003004,1,0.404858291,3,45.94756699,2.34210515,0,2,0,54,54,2,0,1,1,3,0,40,30230030,288.1000061,0,0,1,0,1,1,1,1,1,0,45.94756699,4.432432652,0,0,2.34210515,1,0,0,1,3
1,3023003004,1,0.161943316,3,519.1127777,0.894736826,0,0,0,58,59,0,0,1,2,3,0,8.5,30230030,50,0,0,1,0,1,0,0,0,1,95.32798767,519.112793,642.9919434,19.82067108,75.50731659,0.894736886,0.99999994,0,0,1,3
0,3023003005,0,1.012145758,4,1121.623253,1.299595118,0,0,0,77,77,0,0,0,2,7,0.298612118,40,30230030,97.34333038,0,0,1,0,0,0,0,0,0,557.2716064,1121.623291,8.44594574,4.540540218,552.4324341,1.299595118,1,0,0,0,3
1,3023003005,1,0.275303632,4,94.38414001,0.291497976,0,0,0,81,47,0,0,0,3,6,613.4969482,8,30230030,36.25,0,0,1,0,0,0,0,0,0,1250.589966,94.38414001,943.8414307,14.15762138,622.9353638,0.291497976,1,0,0,1,3
0,3023003006,1,1.680161953,3.4375,2702.703186,4.208502293,0,8,0,63,63,6.800000191,1,0,3,10,0,40,30230030,195.5975037,0,0,1,0,1,0,0,0,1,0,2702.703125,30.83243179,0,0,4.208502293,1,0,0,1,3
1,3023003006,1,1.002024293,3.4375,6890.042358,3.751012087,0,0,0,67,68,17,0,0,4,9,141.5762177,4,30230030,48,0,0,1,0,0,0,0,0,0,1381.547974,6890.04248,2477.583984,31.85464859,1208.117065,3.751012087,1,0,0,1,3
0,3023003007,1,2.530364275,3.25,297.2983856,2.840081215,0,5,1,32,29,4,1,1,3,6,0.245434627,40,30230030,206.8000031,0,0,1,0,1,1,1,1,1,512.6778564,297.2984009,41.22522354,0,512.4324341,2.840081215,0.99999994,0,0,1,3
1,3023003007,1,0.817813754,3.25,2123.64325,3.26720643,0,0,0,36,30,0,1,1,3,7,0,8.5,30230030,176.5,0,0,1,0,1,1,1,1,1,764.8890991,2123.643311,310.9485474,0,764.8890991,3.26720643,1,0,0,0,3
0,3023003008,1,2.353238821,2,202.704319,3.48582983,0,4,0,36,36,6,0,0,2,3,0,40,30230030,137.8300018,0,0,1,0,1,0,0,0,1,75.67567444,202.7043152,24.05405426,0,75.67567444,6.157894611,0.566074908,0,0,1,3
1,3023003008,1,0.475708514,2,3020.292587,1.489878535,0,4,0,40,57,4,0,0,0,2,0,4,30230030,152,0,0,1,0,0,0,0,0,0,750.3539429,3020.29248,696.0830688,0,750.3539429,1.67813766,0.887816608,0,0,0,3
0,3023003009,1,1.315789461,3.5,229.7329712,2.506072998,0,0,1,36,36,3.5,1,0,1,7,0.058436815,40,30230030,222.3000031,0,0,1,0,1,0,0,0,1,306.5449524,229.7329712,32.43243408,0,306.4865112,2.506072998,0.99999994,0,0,1,3
1,3023003009,1,0.4797571,3.5,471.9207001,1.327935219,0,0,0,40,43,6,1,0,3,7,0,4.5,30230030,80.2857132,0,0,1,0,1,0,0,0,1,261.6800537,471.9207153,12.03397846,0,261.6800537,1.813765287,0.732142806,0,0,0,3
0,3023003010,1,2.174089193,1.799999952,359.4610748,1.309716702,0,7,1,33,22,9,1,1,1,3,0.008765522,40,30230030,195.1849976,0,0,1,0,0,0,0,0,0,16.22498322,359.4610596,65.58558655,0,16.21621704,2.174089193,0.602420866,0,0,0,3
1,3023003010,1,0.718623459,1.799999952,4247.286377,2.340080976,0,0,1,37,27,6,1,1,2,5,0,6,30230030,94.5,0,0,1,0,1,0,0,0,1,1085.417603,4247.286133,1451.706787,0,1085.417603,3.27327919,0.71490413,0,0,0,3
0,3023003503,1,1.194332004,3.25,216.2183838,4.299594879,0,13,1,39,31,7.666666508,1,1,3,5,0,21,30230035,175.2433319,0,0,1,0,1,1,1,1,1,17.29729843,216.2183838,77.32108307,0,17.29729843,5.400809288,0.796101987,0,0,0,3
1,3023003503,1,0.783400774,3.25,1415.762146,1.082995892,2,5,0,43,35,18,1,1,8,8,0,7,30230035,99,0,0,1,0,0,0,0,0,0,448.3246765,1415.762207,794.1245728,0,448.3246765,1.487854242,0.727891147,0,0,1,3
