unihhid,period,cluster_code,children017,hhsize,foodexp,nfoodexp,healthexp,eduexp,hheduc,assign,cgp,remit_amount,cellphone,hungry_adults,hungry_kids
144501,Baseline,141,5,11,491.0119,117.3333,0,0,5,1,0,0,1,1,0
144601,Baseline,141,5,9,638.7501,105,0,0,0,1,0,3.5,1,1,1
144701,Baseline,141,2,4,247.6786,95.33333,0,0,0,1,0,9,1,1,1
144801,Baseline,141,2,4,221.6071,175,0,0,6,1,0,5,1,,1
145201,Baseline,142,5,7,247.6786,220.6667,12.5,0,0,1,0,6,1,1,1
145301,Baseline,142,1,2,154.256,95,0,0,9,1,0,0,1,1,0
145401,Baseline,142,2,3,291.131,110,0,34,4,1,0,0,0,1,1
145501,Baseline,142,4,8,269.4048,131.3333,0,0,3,1,0,0,0,1,1
145601,Baseline,142,3,4,291.131,121.3333,83.33334,0,4,1,0,0,0,1,1
145701,Baseline,142,3,5,243.3333,179.6667,16.66667,0,3,1,0,19,1,0,0
146301,Baseline,142,1,5,428.7976,144.6667,0,0,4,1,0,0,1,1,0
146401,Baseline,142,1,5,173.8095,233.3333,90,10,12,1,0,18,1,1,1
146501,Baseline,142,2,4,256.369,120.3333,20.83333,40,0,1,0,0,1,1,1
147101,Baseline,141,3,5,221.6071,73,0,0,4,1,0,10,1,1,0
147301,Baseline,116,2,3,91.25,10,0,0,10,1,0,0,1,1,1
147401,Baseline,114,5,10,1090.655,225.6667,0,0,9,1,0,0,1,1,1
147501,Baseline,116,1,2,160.7738,156.6667,0,0,6,1,0,0,0,0,0
147801,Baseline,133,3,4,351.9643,398.6667,0,0,2,0,0,0,0,1,1
148001,Baseline,133,1,4,212.9167,72,0,0,6,0,0,0,0,1,1
148101,Baseline,133,3,5,309.4048,199.6667,0,0,0,0,0,0,0,1,1
148201,Baseline,133,1,5,2381.19,134,74.16666,35,1,0,0,0,0,1,1
148501,Baseline,133,2,4,369.3453,150.3333,145.8333,3.333333,7,0,0,0,1,1,1
148601,Baseline,133,5,7,530.119,226.6667,24.58333,32.33333,7,0,0,0,0,1,1
148701,Baseline,133,2,5,373.6905,117,0,0,0,0,0,0,1,0,0
148801,Baseline,133,2,6,221.6071,329.3333,2,0,7,0,0,5,1,1,1
148901,Baseline,133,1,3,247.6786,135.3333,0,0,10,0,0,0,1,1,1
150101,Baseline,133,7,10,549.3622,121.3333,235.8333,13.33333,6,0,0,3.5,1,1,1
150201,Baseline,133,3,5,269.4048,80.66667,0,0,2,0,0,0,1,0,
151101,Baseline,133,2,5,421.4881,90,0,0,4,0,0,0,0,1,0
151401,Baseline,133,1,3,317.2024,83.33333,0,23.33333,6,0,0,0,1,1,1
151601,Baseline,133,6,8,230.2976,74,0,0,0,0,0,0,0,1,1
151701,Baseline,133,5,7,373.6905,91.33333,0,0,0,0,0,0,0,1,1
151901,Baseline,217,7,11,474.8095,363.3333,0,0,0,1,0,0,0,1,1
152009,Baseline,70,3,4,173.8095,184.6667,4.166667,3.333333,6,1,0,0,1,1,1
152101,Baseline,70,7,10,569.2262,323.3333,4.166667,166.6667,0,1,0,4,1,1,1
152201,Baseline,70,2,6,522.6905,645,14.16667,13.33333,0,1,0,2.5,1,0,0
152701,Baseline,70,2,6,382.381,245,28.5,0,6,1,0,4,1,1,0
152901,Baseline,70,1,3,790.8334,147.6667,0,0,0,1,0,0,0,0,0
153201,Baseline,70,1,9,408.4524,323.3333,0,0,5,1,0,40,1,0,0
153301,Baseline,70,2,3,876.869,250,1.25,0,2,1,0,0,0,0,0
153601,Baseline,70,4,7,725.6548,229.3333,50.83333,0,4,1,0,8,1,1,1
153901,Baseline,70,4,8,325.8929,199.3333,106.4583,10,3,1,0,72,1,1,1
154001,Baseline,70,2,6,669.1666,262.6667,3.333333,13.33333,7,1,0,0,1,1,0
154301,Baseline,70,4,8,1247.083,378.3333,79.16666,13.33333,7,1,0,1.5,1,1,1
154409,Baseline,70,2,5,139.0476,243.6667,0,2.333333,6,1,0,0,1,1,1
154501,Baseline,70,2,6,338.9286,287.6667,0,7.333333,6,1,0,25,1,1,1
154701,Baseline,70,5,11,347.619,99.33333,4.75,4,7,1,0,1,0,1,1
154901,Baseline,70,6,11,551.8452,210,5,0,6,1,0,0,0,1,1
155101,Baseline,70,6,10,499.7024,204,4,0,5,1,0,8,0,1,1
155201,Baseline,70,1,2,252.0238,217.3333,47.5,4.666667,3,1,0,0,1,1,1
155401,Baseline,70,3,6,451.9048,428.3334,11.66667,0,9,1,0,0,1,0,0
155501,Baseline,70,2,5,269.4048,120,30.41667,0,6,1,0,2,0,1,1
155709,Baseline,70,3,5,269.4048,170,6.666667,0,5,1,0,0,0,1,1
156001,Baseline,88,1,3,121.6667,193.3333,63.125,0,0,1,0,0,0,1,1
156301,Baseline,88,2,6,654.75,404.6667,4.583333,66.66666,6,1,0,0,1,0,0
156701,Baseline,88,5,11,408.4524,338.3333,30,0,5,1,0,1,1,0,0
156801,Baseline,88,3,6,365,143.3333,2.083333,37.33333,4,1,0,0,1,1,1
156901,Baseline,88,3,5,330.2381,100,6.666667,0,7,1,0,0,1,1,1
157001,Baseline,88,3,5,321.5476,206,12.5,0,6,1,0,0,1,1,1
157301,Baseline,88,3,8,,,,,6,1,0,0,1,1,1
157702,Baseline,78,4,7,408.4524,221,5,0,5,0,0,0,1,1,1
157801,Baseline,78,3,6,602.9524,308.6667,11.66667,0,0,0,0,0,0,1,1
158001,Baseline,78,7,12,351.9643,223.3333,50,0,6,0,0,0,1,0,0
158101,Baseline,93,1,3,284.6131,387,0,0,9,1,0,5,1,0,0
158201,Baseline,95,1,4,256.3691,460,0,10.66667,0,1,0,60,1,0,0
158501,Baseline,89,2,7,408.4524,186.6667,2.5,0,3,1,0,0,0,1,0
158701,Baseline,78,2,6,369.3452,226.6667,0,0,2,0,0,0,1,1,0
159101,Baseline,78,2,7,360.2381,321,145,0,3,0,0,12,0,1,1
159201,Baseline,78,4,9,995.2382,458,1.666667,33.33333,6,0,0,0,1,1,1
159501,Baseline,78,3,4,477.9762,268,46.66667,0,10,0,0,0,0,1,0
159701,Baseline,89,5,9,215.2381,234,0,0,4,1,0,0,1,1,1
159801,Baseline,89,1,3,284.6131,177.3333,0,0,6,1,0,0,1,1,0
159901,Baseline,78,2,4,334.5833,180,40,0,3,0,0,0,0,1,1
160101,Baseline,78,5,6,860.3571,233.3333,29.16667,0,9,0,0,0,1,0,0
160201,Baseline,78,3,8,451.9048,193.3333,6.25,0,4,0,0,60,1,1,0
160301,Baseline,89,7,11,512.7381,253.6667,15,0,6,1,0,30,1,1,0
160401,Baseline,78,5,7,182.5,323.3333,9.166667,0,0,0,0,0,0,1,1
160501,Baseline,78,2,4,334.5834,175,12,0,3,0,0,5,0,0,0
160601,Baseline,78,3,9,443.2143,196.3333,5.416667,0,7,0,0,5,1,1,1
160901,Baseline,93,3,6,238.9881,145.6667,6.833333,0,2,1,0,2,0,1,1
161001,Baseline,78,3,10,582.2619,331.6667,8,0,5,0,0,2.5,1,1,1
161202,Baseline,78,4,8,564.881,191.6667,186.6667,0,6,0,0,3,1,1,1
161901,Baseline,89,3,5,78.21429,136.6667,1.666667,0,7,1,0,0,0,1,1
162409,Baseline,89,4,7,747.381,850,33.75,0,9,1,0,0,1,1,1
162501,Baseline,89,2,5,391.0715,506.6667,0,0,6,1,0,0.5,1,1,0
162709,Baseline,168,4,6,304.1667,134.3333,0,0,0,1,0,0,0,1,1
162901,Baseline,168,2,4,373.6905,70,2.083333,0,2,1,0,0,1,1,1
163001,Baseline,168,1,3,221.6071,231.3333,0,13.33333,1,1,0,0,0,1,1
163101,Baseline,168,7,12,716.9643,436.6666,28.33333,40.66667,7,1,0,0,1,1,1
163201,Baseline,168,1,2,451.8928,168.3333,28.33333,0,4,1,0,0,0,1,1
163401,Baseline,170,2,7,1329.643,376,9.75,366.6667,7,1,0,28,0,1,1
163601,Baseline,168,3,7,656.1309,425.3333,180,93,8,1,0,0,1,1,1
164201,Baseline,170,3,6,947.262,334,0.6666667,0,4,1,0,0,1,1,1
164401,Baseline,170,2,4,617.0238,344.3333,61.25,30,4,1,0,0,1,0,0
164501,Baseline,168,2,6,295.4762,262.3333,4.166667,0,0,1,0,0,1,1,1
164701,Baseline,168,3,7,504.0476,261,1.666667,0,0,1,0,0,0,1,1
164801,Baseline,170,0,3,508.3929,236.6667,0,0,0,1,0,0,1,1,
165101,Baseline,170,4,7,560.5357,892,23.75,266.6667,4,1,0,0,1,1,1
165301,Baseline,170,3,6,547.5,297.6667,0,50,6,1,0,0,0,1,1
165401,Baseline,170,2,4,139.0476,90,0,0,2,1,0,0,0,1,1
165801,Baseline,225,1,4,143.3929,87.66666,1.25,0,6,0,0,24,0,1,1
166001,Baseline,225,4,6,282.4405,221.3333,138.3333,0,10,0,0,24,0,1,1
166101,Baseline,225,3,5,538.8096,137.3333,0,0,10,0,0,0,0,1,1
166401,Baseline,229,3,6,304.1667,156.3333,0,0,0,1,0,0,1,1,1
166501,Baseline,229,6,9,816.0714,345.6667,1.333333,173,3,1,0,6,0,1,1
166801,Baseline,209,5,8,230.2976,46.66667,2.5,0,7,1,0,3,0,1,1
167001,Baseline,228,1,6,221.6071,119.6667,0,0,0,1,0,0,1,1,1
167101,Baseline,228,4,8,450.4564,124.3333,0,0,3,1,0,0,0,1,1
167201,Baseline,228,1,6,579.3651,168.3333,0,0,2,1,0,4,1,1,1
167501,Baseline,228,2,6,743.0357,385,50.16667,0,0,1,0,20,1,0,0
167701,Baseline,148,3,4,195.5357,122.6667,30.83333,10.33333,4,0,0,0,0,1,1
168001,Baseline,229,1,2,617.0238,317.3333,20.83333,26.66667,3,1,0,0,0,0,0
168201,Baseline,228,2,5,473.631,106.6667,0,0,5,1,0,0,0,1,1
168301,Baseline,228,6,11,370.7936,242,108.9167,0,7,1,0,0,1,1,1
168401,Baseline,228,4,7,273.75,301,169.8333,0,6,1,0,0,1,0,0
168601,Baseline,209,3,7,169.6055,149.3333,93.33334,0,7,1,0,8,1,1,1
168801,Baseline,209,3,7,423.9802,273.6667,30,0,2,1,0,30,0,1,1
169001,Baseline,209,2,5,104.2381,159.6667,0,0,7,1,0,0,0,1,1
169101,Baseline,209,2,5,651.7857,217.3333,38.5,31.66667,4,1,0,44,0,1,1
169801,Baseline,229,3,5,411.3492,384,0,0,7,1,0,0,1,1,1
170001,Baseline,229,5,10,295.4762,176.3333,66.66666,0,5,1,0,0,1,1,1
170101,Baseline,229,3,6,395.4167,369,81.25,0,3,1,0,0,1,1,1
170401,Baseline,118,1,3,152.0833,25,4.333333,0,5,1,0,0,1,1,1
170601,Baseline,120,2,6,286.7857,127.6667,34.58333,0,3,1,0,0,0,1,0
170801,Baseline,118,4,6,556.1905,203,13.33333,5.333333,8,1,0,0,1,1,0
171001,Baseline,120,1,4,173.8095,98,36.25,0,4,1,0,0,1,1,1
171201,Baseline,118,2,6,482.3214,191,9.666667,12,0,1,0,20,1,1,0
171301,Baseline,120,5,7,112.9762,12.33333,2.166667,0,0,1,0,0,0,1,1
171401,Baseline,157,4,6,408.4524,108.3333,0,0,7,0,0,0,1,1,1
171501,Baseline,157,7,9,234.6429,49,33.5,6.666667,6,0,0,0,1,0,0
172101,Baseline,157,5,6,347.619,242.3333,29.16667,0,9,0,0,0,0,1,1
172301,Baseline,157,3,5,351.9643,164.3333,145.8333,0,10,0,0,0,1,1,1
172801,Baseline,157,3,5,317.2024,187,157.5,15,9,0,0,0,0,1,1
172901,Baseline,157,1,4,273.75,117.6667,0,0,5,0,0,0,1,1,1
173101,Baseline,157,3,7,360.6548,165.6667,27,0,10,0,0,0,1,1,1
173501,Baseline,157,3,5,343.2738,139.6667,80,13.66667,10,0,0,0,1,1,1
173601,Baseline,157,1,4,425.8333,185.6667,15,8,6,0,0,0,1,0,0
173701,Baseline,157,4,5,204.2262,94.66666,74.16666,0,7,0,0,0,1,1,0
173901,Baseline,157,1,3,184.6726,38,0,0,3,0,0,0,0,1,1
174001,Baseline,157,2,4,238.9881,117,0,4,3,0,0,0,0,1,1
174101,Baseline,157,3,7,443.2143,224,18.33333,20.33333,2,0,0,0,0,1,1
174301,Baseline,157,2,4,325.8929,232.3333,20,25,1,0,0,0,1,1,1
174401,Baseline,157,3,6,430.1786,245.6667,26.66667,0,7,0,0,0,1,1,1
174501,Baseline,157,2,4,395.4167,319,0,3.333333,3,0,0,0,1,1,1
174901,Baseline,157,2,3,360.6548,135.6667,0,0,5,0,0,0,0,1,1
175301,Baseline,146,2,4,477.9762,142,30.66667,97,0,0,0,0,1,1,0
175401,Baseline,146,4,6,477.9762,157.3333,13.75,5.333333,0,0,0,0,0,0,0
175701,Baseline,146,4,5,238.9881,170.3333,0,19.33333,9,0,0,0,0,1,1
175901,Baseline,146,4,6,360.6548,113.3333,50,0,0,0,0,0,1,1,1
176001,Baseline,146,2,4,217.2619,99,0,0,0,0,0,0,1,1,1
176101,Baseline,146,3,6,312.8571,87.66666,0,0,6,0,0,0,0,1,1
176801,Baseline,146,3,5,195.5357,173,115.8333,0,6,0,0,0,0,1,1
177001,Baseline,146,2,4,112.9762,69.66666,0,0,1,0,0,0,1,1,1
177301,Baseline,148,5,9,417.1428,269.3333,56.66667,0,4,0,0,0,1,0,0
177501,Baseline,148,4,10,747.381,205,66.66666,37.33333,6,0,0,0,1,1,1
177601,Baseline,148,2,5,360.6548,169,5.833333,85.66666,3,0,0,0,1,1,1
178101,Baseline,148,3,5,195.5357,107,7.5,0,0,0,0,0,0,1,1
178201,Baseline,146,2,5,304.1667,51.33334,64.16666,0,0,0,0,0,1,1,1
178701,Baseline,86,1,2,321.5476,92,0,8,5,0,0,0,0,1,1
179001,Baseline,84,5,10,1312.262,151.3333,185,0,5,0,0,0,1,1,1
179301,Baseline,84,2,6,312.8571,153,25,0,7,0,0,0,1,1,1
179401,Baseline,84,2,4,169.4643,117.6667,116.25,0,10,0,0,0,1,1,1
179601,Baseline,84,1,3,447.5595,57.33333,0,0,4,0,0,0,0,0,0
179701,Baseline,84,3,5,447.5595,130.6667,0,0,11,0,0,0,0,1,1
180001,Baseline,84,2,6,569.2262,88.33333,23.33333,15.33333,4,0,0,0,1,1,1
180201,Baseline,84,5,10,1212.321,256,0,0,7,0,0,0,1,1,1
180701,Baseline,84,1,3,347.619,149.3333,77.5,10,7,0,0,0,0,1,1
181001,Baseline,84,4,6,477.9762,53,157.5,5,0,0,0,0,0,1,1
181401,Baseline,127,5,9,404.1071,153,1.666667,0,5,0,0,0,1,1,1
181801,Baseline,127,2,8,182.5,105,0.0833333,66.66666,0,0,0,0,0,1,1
182001,Baseline,127,2,4,139.0476,87.66666,0,0,0,0,0,0,1,1,1
182101,Baseline,127,2,4,564.8809,136.6667,10,0,6,0,0,12,0,1,0
182201,Baseline,127,3,6,347.619,143.6667,0,0,0,0,0,4,1,1,1
183001,Baseline,127,2,4,347.619,149.6667,60.58333,0,6,0,0,0,0,1,1
183201,Baseline,127,1,3,143.3929,62.66666,0,0,7,0,0,0,1,1,1
183401,Baseline,148,3,5,152.0833,69.66666,2.083333,0,10,0,0,0,0,1,1
183501,Baseline,148,8,11,608.3333,218.3333,64.16666,0,7,0,0,0,0,1,1
184101,Baseline,148,2,5,139.0476,165.6667,26.83333,0,6,0,0,0,0,1,1
184201,Baseline,148,3,8,647.4405,265.6667,5.833333,46.66667,5,0,0,0,0,1,1
184301,Baseline,148,2,4,395.4167,384.6667,0,0,5,0,0,0,0,1,1
184501,Baseline,86,2,7,643.0953,87.66666,0,2,0,0,0,20,1,0,0
184601,Baseline,86,3,4,351.9643,139.3333,39.16667,2,0,0,0,0,1,1,1
184801,Baseline,86,3,6,669.1667,93.66666,50.83333,0,4,0,0,0,0,0,0
184901,Baseline,86,5,6,564.881,122.6667,0.9166667,0,7,0,0,0,0,1,1
185001,Baseline,86,1,3,408.4524,208,115.8333,0,10,0,0,96,1,0,0
185401,Baseline,151,2,3,230.2976,116.3333,1.666667,0,9,1,0,0,1,1,1
185701,Baseline,151,3,5,469.2857,203.6667,77.50001,10.66667,6,1,0,0,1,1,1
185801,Baseline,151,3,8,451.9048,312.6667,20,0,1,1,0,0,1,0,0
185901,Baseline,151,1,3,434.1071,175,33.33333,0,4,1,0,0,1,1,1
187001,Baseline,150,2,4,656.9404,388,0,3,9,1,0,0,1,1,1
187101,Baseline,150,4,8,495.3571,196.3333,127,0,0,1,0,0,1,1,1
187301,Baseline,150,2,3,404.1071,229,68.58334,0,2,1,0,0,0,1,1
187401,Baseline,150,2,5,517.0833,189.3333,0,9,1,1,0,0,1,1,1
187501,Baseline,150,3,7,347.619,154.3333,43.33333,0,4,1,0,0,1,1,1
187701,Baseline,150,3,8,538.8095,262.3333,0,11.66667,7,1,0,0,1,1,1
187801,Baseline,150,1,5,621.369,334,26.66667,3,1,1,0,0,1,0,0
187901,Baseline,150,3,5,178.1548,150.3333,0,116,6,1,0,0,0,1,1
188001,Baseline,150,1,2,273.75,237,11.66667,9,6,1,0,0,1,1,1
188101,Baseline,150,1,4,360.6548,204.3333,37.75,0,4,1,0,0,1,1,1
188501,Baseline,129,4,5,434.5238,348.3333,133.3333,0,9,0,0,0,1,1,0
188601,Baseline,129,5,8,334.5833,133,78.75,0,3,0,0,0,1,1,1
188701,Baseline,129,1,3,208.5714,58.66666,10.83333,0,2,0,0,0,0,1,1
189101,Baseline,129,1,2,295.4762,207,20,0,4,0,0,0,0,0,0
189401,Baseline,127,5,10,369.3452,94,12.5,0,3,0,0,0,1,1,1
189601,Baseline,129,2,4,225.9524,82.33333,11.66667,0,0,0,0,0,0,0,0
189709,Baseline,129,2,3,703.9286,165.3333,0,0,4,0,0,0,0,0,0
189901,Baseline,129,2,4,399.1883,125,0,0,7,0,0,0,0,1,1
190001,Baseline,129,2,5,491.0119,207.6667,95.83334,5,5,0,0,0,1,1,0
190101,Baseline,129,2,3,286.7857,199,0,0,0,0,0,0,0,1,1
190301,Baseline,153,3,6,612.2619,203.3333,28.33333,71.33334,7,0,0,0,1,1,1
190501,Baseline,153,2,5,510.1786,286.6667,20,0,3,0,0,0,1,0,0
190701,Baseline,153,2,3,312.8571,199.3333,77.5,5.666667,10,0,0,0,1,1,1
190801,Baseline,153,2,3,395.4167,121.6667,0,0,1,0,0,0,0,1,1
190901,Baseline,153,3,5,208.5714,133.3333,0,0,0,0,0,96,0,1,1
191001,Baseline,153,4,7,375.131,149.6667,50,24,7,0,0,0,1,1,1
191101,Baseline,153,2,5,347.619,95,41.66667,3,7,0,0,0,1,1,1
191401,Baseline,153,1,3,197.7083,78,38.75,0,9,0,0,6,1,0,0
191501,Baseline,153,1,5,795.4761,242.6667,0,6.666667,6,0,0,0,1,1,1
192001,Baseline,153,2,4,369.3452,256.6667,0,0,7,0,0,0,1,1,1
192301,Baseline,153,1,3,351.9643,103,31.5,0,6,0,0,0,1,1,1
192501,Baseline,153,4,7,360.6548,209.6667,49.58333,0,0,0,0,120,1,1,1
192701,Baseline,153,3,4,230.2976,155,76,0,1,0,0,0,0,1,1
192801,Baseline,153,2,4,299.8214,222,0,0,10,0,0,0,1,1,1
192901,Baseline,153,3,5,325.8929,153,0.8333333,32,7,0,0,0,1,1,1
193601,Baseline,153,3,5,308.5119,161.6667,59.58333,0,7,0,0,0,1,1,0
193701,Baseline,153,3,6,373.6905,173,72.66666,0,7,0,0,0,1,1,1
193809,Baseline,153,1,4,182.5,363,36.25,0,12,0,0,0,1,0,0
194001,Baseline,153,2,4,252.0238,189.6667,10.16667,0,0,0,0,0,1,1,1
194809,Baseline,154,2,4,382.381,230,0,0,7,1,0,0,1,1,1
195001,Baseline,154,4,7,995.0594,340.3333,175,26.66667,8,1,0,0,1,0,0
195401,Baseline,154,1,5,165.119,141.6667,42.08333,0,0,1,0,0,1,0,1
195601,Baseline,154,2,6,325.8929,107.6667,30.83333,0,3,1,0,0,0,1,1
195801,Baseline,154,3,5,260.7143,145.6667,18.5,0,3,1,0,0,0,1,1
195901,Baseline,154,3,6,408.4524,196.3333,20,46.66667,6,1,0,0,1,0,0
196101,Baseline,156,2,4,369.5476,97,24.58333,0,1,1,0,0,0,1,1
196201,Baseline,156,1,3,271.5774,86.66666,42.16667,0,2,1,0,0,1,0,0
196401,Baseline,156,5,7,389.5195,143,47.33333,0,0,1,0,48,0,0,0
196501,Baseline,156,3,6,658.8095,210.3333,94.08334,6.333333,0,1,0,32.35,1,1,0
197101,Baseline,151,2,3,153.7381,79,1.666667,0,2,1,0,0,0,0,0
197301,Baseline,151,4,7,425.8333,214.3333,0.1666667,5,4,1,0,0,1,1,1
197401,Baseline,151,7,11,1355.714,282,0,211,0,1,0,0,1,1,1
197901,Baseline,151,2,4,173.8095,78.66666,0,0,7,1,0,0,1,1,1
198001,Baseline,151,1,4,299.8214,96,65.70834,0,1,1,0,0,1,1,1
198101,Baseline,156,2,3,206.3988,154.6667,63.16667,0,7,1,0,0,1,0,0
198201,Baseline,154,2,3,782.1428,171.3333,25,0,4,1,0,10,0,1,1
198401,Baseline,156,1,2,336.756,86,34.41667,1.333333,3,1,0,0,1,1,1
198501,Baseline,154,6,13,527.028,205.3333,82.5,0,7,1,0,0,1,1,1
198601,Baseline,156,3,5,260.7143,67.33333,5.833333,0,0,1,0,0,1,1,1
198701,Baseline,156,1,3,186.8452,66.66667,5,0,6,1,0,0,1,1,1
198801,Baseline,156,5,7,378.0357,143,107.9167,0,5,1,0,0,,,
199001,Baseline,156,3,5,182.5,148.3333,32.5,0,7,1,0,0,1,1,1
199601,Baseline,203,4,6,660.4762,383,0,0,4,1,0,8,0,1,1
199901,Baseline,203,1,3,208.5714,169.3333,0.9166667,4.666667,0,1,0,5,1,1,1
200201,Baseline,203,2,4,310.25,313,0,0,0,1,0,0,0,1,1
200601,Baseline,203,5,15,1194.94,643.6666,145.4167,30,3,1,0,2,1,1,1
200709,Baseline,203,1,3,686.5476,481.6667,1.833333,4,0,1,0,17,1,1,1
200901,Baseline,30,3,4,334.5833,274.3333,16.66667,136,5,1,0,0,0,1,1
201001,Baseline,30,2,4,351.9643,208.8333,0,72,2,1,0,0,1,1,0
201101,Baseline,28,4,6,399.0476,138.6667,0,6.666667,4,1,0,0,0,1,1
201202,Baseline,30,2,7,282.4405,99.5,8.75,0,0,1,0,7,1,1,1
201301,Baseline,28,4,6,438.869,440,0,8.333333,0,1,0,0,1,0,0
201501,Baseline,30,3,6,378.0357,110,24.5,0,7,1,0,0,0,1,1
201801,Baseline,28,3,5,408.7738,308.6667,5.833333,0,8,1,0,0,0,1,1
202309,Baseline,202,4,6,499.7024,209,0,0,4,0,0,0,1,1,1
202401,Baseline,203,4,8,425.8333,193.3333,0.75,26.66667,0,1,0,0,0,1,1
202501,Baseline,203,2,8,278.0952,380,0,0,4,1,0,0,1,1,1
202601,Baseline,203,4,11,365,287.3333,129.375,3,0,1,0,120,1,1,1
202701,Baseline,203,3,7,308.5119,554.6667,155,0,7,1,0,18,1,1,1
203101,Baseline,203,6,11,621.3691,342,0,5,0,1,0,0,1,1,1
203301,Baseline,203,2,8,1129.762,562.3333,0.75,9.333333,0,1,0,0,1,0,0
203401,Baseline,203,5,12,1657.083,820.6666,1.833333,27,0,1,0,30,1,1,1
203501,Baseline,203,1,3,473.631,227.6667,8.5,0,4,1,0,4.5,0,1,1
203601,Baseline,203,1,6,1081.964,304.6667,0,6.666667,2,1,0,0,1,1,1
203701,Baseline,203,4,7,862.6786,225.6667,0,0,6,1,0,0,0,1,1
204101,Baseline,28,1,3,182.5,105,0,0,6,1,0,0,1,1,1
204201,Baseline,28,2,6,404.1072,372.6667,29.16667,16.66667,7,1,0,0,1,0,0
204301,Baseline,30,3,4,982.0238,159.1667,156,0,7,1,0,0,1,1,1
204601,Baseline,30,7,10,1355,415,27.5,0,0,1,0,0,1,1,1
204801,Baseline,28,4,6,329.5238,181.6667,0,133.3333,0,1,0,0,0,1,1
205001,Baseline,202,3,9,1629.464,663.3334,7.75,4.666667,6,0,0,50,1,1,1
205101,Baseline,202,1,6,656.131,372,18.16667,0,6,0,0,0,0,1,1
205401,Baseline,202,2,4,273.75,7.666667,1.166667,0,4,0,0,0,0,1,1
205501,Baseline,202,4,6,299.8214,168.3333,8.833333,35,3,0,0,0,1,1,1
205601,Baseline,202,4,6,418.5575,182.3333,17.08333,0,0,0,0,0,0,1,1
206101,Baseline,202,2,4,734.3452,248,2.333333,0,5,0,0,0,1,1,1
206201,Baseline,202,3,5,408.4524,413,0,0,5,0,0,0,1,1,1
206301,Baseline,202,3,9,486.6667,559.6667,173,0,3,0,0,10,1,1,1
206701,Baseline,202,0,3,308.5119,214.6667,0,0,0,0,0,0,0,1,
207401,Baseline,191,2,5,434.5238,168,0.0833333,0,2,0,0,0,0,1,0
207601,Baseline,191,2,5,643.0953,384.3333,0,0,0,0,0,0,1,1,0
207701,Baseline,191,1,3,647.4405,255,0,0,0,0,0,0,0,0,1
207801,Baseline,191,1,6,186.8452,147,47.66667,0,2,0,0,5,1,1,1
208501,Baseline,193,1,4,334.5833,308.6667,4.416667,0,4,0,0,0,1,1,1
208601,Baseline,193,4,6,378.0357,621.6667,111.1667,0,0,0,0,12.5,1,1,1
208701,Baseline,193,1,3,232.4702,184.3333,0,0,1,0,0,0,0,1,
209101,Baseline,193,5,8,682.2024,322,14.66667,3,4,0,0,0,0,1,1
209201,Baseline,193,3,7,695.2382,470.3333,3.333333,6.666667,4,0,0,0,1,1,1
209601,Baseline,193,1,5,343.2738,441.6667,8.916667,12,5,0,0,0,1,1,1
209701,Baseline,193,2,7,447.5595,185.6667,2.416667,0,3,0,0,0,0,1,1
209901,Baseline,193,0,2,169.4643,296.6667,0,0,0,0,0,14,0,1,1
210001,Baseline,191,2,4,510.7143,213.3333,3.833333,0,3,0,0,0,0,1,1
210301,Baseline,191,3,4,252.0238,352.3333,4.166667,0,7,0,0,3,0,1,1
211601,Baseline,30,3,5,360.6548,172.3333,0,0,0,1,0,0,0,1,0
211701,Baseline,28,4,10,419.7619,205,0,0,2,1,0,0,1,1,1
211801,Baseline,28,4,7,436.8452,211.3333,0,5,0,1,0,0,0,0,0
211901,Baseline,30,1,3,195.5357,50,0,0,0,1,0,0,0,1,1
212201,Baseline,30,4,8,608.3334,46.66667,10.83333,0,2,1,0,0,0,1,1
212301,Baseline,30,4,6,117.3214,54.33334,0,0,2,1,0,0,0,1,1
212801,Baseline,28,2,5,404.1071,297.3333,12.5,0,0,1,0,0,1,0,0
213209,Baseline,2,4,8,1396.429,387.6667,22.91667,20.66667,2,0,0,6,1,1,1
213301,Baseline,2,4,6,747.3809,584.6667,100,0,12,0,0,0,1,1,0
213401,Baseline,2,3,5,338.9286,57.33334,0,0,8,0,0,0,0,1,1
213501,Baseline,195,4,8,482.3214,334,0,26.66667,0,0,0,0,0,1,1
213901,Baseline,195,2,7,447.5595,435.3333,11.5,12.33333,4,0,0,0,1,1,1
214001,Baseline,195,2,7,375.8631,292,8.333333,0,3,0,0,18,1,1,1
214101,Baseline,195,3,4,669.1667,358.6667,17.91667,28.66667,4,0,0,0,1,1,1
214201,Baseline,195,3,6,808.2143,329.6667,1.666667,28,7,0,0,0,0,1,1
214301,Baseline,195,1,3,499.7024,243,2.5,0,12,0,0,10,0,1,1
214701,Baseline,195,4,7,825.5953,363.6667,0,0,2,0,0,3,0,1,1
215401,Baseline,195,1,3,308.5119,66.66667,25,0,3,0,0,2.5,0,1,1
215501,Baseline,184,2,3,773.4523,909.3333,76.66666,42.33333,7,0,0,0,1,1,1
215801,Baseline,184,1,5,512.7381,497,0,0,3,0,0,50,1,1,0
216001,Baseline,184,2,4,525.7738,262.6667,5,10,5,0,0,0,0,1,1
216401,Baseline,184,3,8,708.2739,452.3333,0,0,6,0,0,0,0,1,1
